,Job_Title,Industry,Country,Education_Level,Years_Experience,AI_Replacement_Risk,Future_Demand_Score,Remote_Work_Possibility,Average_Salary_USD,Automation_Level,Job_Growth_2030,Work_Hours_Per_Week,Company_Size,AI_Tool_Usage,Performance_Score,Upskilling_Needed,Job_Satisfaction,Hiring_Trend_2026,AWS,Azure,Cloud Computing,Communication,Cybersecurity,Data Visualization,Deep Learning,Docker,Excel,Kubernetes,Leadership,Machine Learning,Project Management,Prompt Engineering,PyTorch,Python,SQL,TensorFlow
17,3,5,6,3,0.8790198132181525,0.86,0.37,0,-0.5637563940918384,1,-0.7541670392187779,1.369937530787759,2,1,4.64,1,1.72,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1
18,8,0,7,2,-0.4494066840134515,0.39,0.23,2,0.48282080208997763,1,-1.6168938714995533,0.6976672048831881,2,2,2.98,1,4.87,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1
19,19,8,1,3,-0.18372138456713072,0.84,0.41,0,1.0028961612385585,2,-0.014686897263827485,0.4735770962483311,0,1,3.16,1,2.02,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1
20,11,4,3,2,1.1447051126644732,0.9,0.93,1,1.2043193079716326,2,-0.13793358758965255,0.8097122592006165,1,0,2.38,0,3.66,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0
21,18,5,7,3,0.21480656460235048,0.31,0.54,0,1.0000259084754684,1,0.2934298285507352,0.025396878978617116,0,1,3.98,0,3.06,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
22,12,3,1,3,0.08196391487919008,0.23,0.22,0,-0.5859241324130622,0,-0.9390370747075155,0.8097122592006165,0,2,3.48,1,1.59,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
23,1,8,6,0,-1.2464625823524138,0.21,0.96,1,0.7065019466651274,1,1.4642733866460733,-0.08664817533881138,0,0,4.96,0,4.8,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
24,19,6,7,0,-0.5822493337366119,0.46,0.79,1,1.2729706995315788,1,1.0945333156685981,-0.6468734469259538,2,2,3.01,1,1.55,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0
25,7,1,4,1,1.5432330618339545,0.54,0.53,0,-0.7657933055667053,2,0.17018313822491013,-1.6552789357828104,1,2,4.26,0,3.15,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
26,15,2,7,0,0.8790198132181525,0.49,0.51,0,1.420671379453609,1,-0.13793358758965255,0.3615320419309026,0,0,2.08,0,1.54,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27,19,1,3,1,0.3476492143255109,0.24,0.46,2,0.04952094628840234,0,0.41667651887656026,-1.5432338814653819,1,1,3.95,1,4.02,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
28,1,7,5,0,0.8790198132181525,0.48,0.29,0,-0.7131178491975433,0,1.0945333156685981,-1.3191437728305249,2,2,2.32,1,4.72,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
29,18,4,4,1,-0.18372138456713072,0.27,0.75,0,-0.31742010978286467,2,0.9096632801798605,-0.4227833382910969,2,0,3.94,1,4.4,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1
30,19,3,6,3,0.21480656460235048,0.69,0.54,1,0.7244274875063125,0,0.6015465543652979,-0.7589185012433823,1,1,4.49,1,2.12,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31,2,5,3,2,-0.5822493337366119,0.49,0.46,0,0.5626102185230469,0,-0.6309203488929528,0.2494869876134741,2,0,4.84,1,1.97,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
32,8,1,2,2,1.1447051126644732,0.45,0.21,0,-0.35218807721501205,2,0.17018313822491013,0.2494869876134741,0,2,3.28,0,2.41,2,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
33,13,0,2,3,-0.5822493337366119,0.22,0.29,0,0.7912375848408802,0,1.2794033511573357,0.1374419332960456,0,2,4.94,1,2.18,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
34,17,9,1,1,0.7461771634949921,0.09,0.24,1,-0.36213467641289016,2,0.17018313822491013,-0.08664817533881138,1,1,4.9,0,4.76,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
35,17,2,4,2,-1.3793052320755743,0.12,0.7,2,-1.4908841403782653,1,0.4782998640394728,1.0338023678354735,1,0,3.79,1,4.1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
36,2,0,3,1,-0.9807772829060931,0.1,0.96,2,-1.2749833665005483,1,0.4782998640394728,-1.4311888271479534,2,1,3.23,0,2.17,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
37,10,0,0,1,0.6133345137718317,0.88,0.82,2,1.213327208152651,0,-1.1239071101962532,1.594027639422616,1,1,2.21,1,4.17,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
38,5,9,7,1,0.8790198132181525,0.68,0.94,2,0.6237520179481162,2,1.2177800059944233,-0.5348283926085253,0,2,2.08,1,4.85,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
39,13,3,0,3,-1.3793052320755743,0.47,0.71,1,-0.42827685329315396,2,-0.07631024242674002,-0.5348283926085253,1,0,2.31,1,2.32,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
40,14,8,6,3,0.08196391487919008,0.28,0.29,2,0.16806780097527252,1,0.35505317371364775,-0.4227833382910969,0,2,3.88,1,1.81,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
41,13,7,6,1,0.6133345137718317,0.08,0.7,1,-0.6121716010767914,1,-0.8157903843816905,1.2578924764703305,2,2,4.84,1,2.99,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42,17,1,2,0,-1.3793052320755743,0.93,0.39,1,0.8641131219766949,2,-0.3844269682413027,1.594027639422616,0,2,4.46,0,3.9,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
43,2,0,4,3,-0.7150919834597723,0.74,0.5,1,-0.22185332910488523,1,-0.44605031340421525,0.921757313518045,1,0,4.74,0,2.54,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
44,1,4,6,3,-1.6449905315218951,0.92,0.46,0,-1.2696400028661166,1,-0.07631024242674002,1.369937530787759,0,1,2.22,0,2.35,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
45,0,3,1,0,1.0118624629413129,0.85,0.59,0,0.8156257073750605,2,-0.8157903843816905,0.921757313518045,2,2,4.94,1,2.77,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1
46,8,6,0,0,-0.9807772829060931,0.31,0.5,2,-1.0557068865429708,1,0.7247932446911229,1.369937530787759,1,0,4.05,0,4.65,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
47,16,6,8,1,0.21480656460235048,0.65,0.91,1,0.4570968386471895,0,-0.5076736585671278,0.5856221505657596,1,0,2.75,0,1.8,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
48,15,7,9,1,0.8790198132181525,0.32,0.75,0,-1.6407510488007409,2,1.5875200769718985,1.4819825851051875,1,1,3.82,0,1.88,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
49,4,7,5,3,-0.9807772829060931,0.45,0.66,2,-1.1227155548234127,1,1.4026500414831609,0.2494869876134741,1,0,3.51,0,4.32,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
50,15,6,5,1,1.6760757115571148,0.73,0.38,1,1.4559267482983564,1,-0.6925436940558654,0.2494869876134741,2,2,3.11,0,3.34,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0
51,8,4,7,2,1.0118624629413129,0.85,0.64,1,1.1424554323797482,1,-1.1855304553591657,-1.5432338814653819,2,2,4.99,1,1.39,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
52,7,3,8,3,1.0118624629413129,0.9,0.75,2,0.8117264960742588,2,0.7247932446911229,-0.19869322965623987,1,1,4.07,1,2.77,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
53,4,0,4,1,-1.5121478817987346,0.3,0.96,1,0.4072374793286063,1,-1.1855304553591657,1.145847422152902,0,1,2.21,1,3.35,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
54,3,8,8,1,-0.18372138456713072,0.94,0.63,2,-0.9188192972189969,0,-0.44605031340421525,-1.6552789357828104,2,2,2.16,0,3.1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
55,8,3,9,2,0.21480656460235048,0.51,0.29,0,0.6396918493305597,1,-1.4936471811737284,0.025396878978617116,1,2,4.06,0,3.85,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
56,10,6,5,3,0.8790198132181525,0.11,0.42,0,1.2512723107187849,2,0.10855979306199759,0.1374419332960456,0,2,2.3,1,4.41,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
57,3,5,0,2,1.1447051126644732,0.36,0.56,1,0.22397454819093218,2,-1.1239071101962532,0.6976672048831881,1,1,2.27,1,1.37,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
58,0,7,4,2,-0.18372138456713072,0.42,0.89,2,0.25684706568518995,0,0.2934298285507352,-0.9830086098782393,2,0,3.45,1,2.4,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
59,18,6,9,2,-1.6449905315218951,0.81,0.97,2,1.197549843907741,2,1.0329099705056857,1.0338023678354735,1,2,3.05,1,4.48,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
60,13,5,3,2,1.5432330618339545,0.24,0.53,0,-0.13139523730712271,0,-1.3704004908479033,1.4819825851051875,2,1,2.47,1,3.7,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0
61,3,7,4,3,0.4804918640486713,0.73,0.29,0,0.2898639984128107,2,-1.5552705263366409,-0.8709635555608108,1,0,2.16,1,2.21,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
62,17,1,6,0,0.4804918640486713,0.06,0.79,0,-0.9131509993094983,0,1.4642733866460733,-0.4227833382910969,2,2,4.59,1,2.74,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
63,15,8,5,0,1.6760757115571148,0.69,0.53,0,-1.1995444589725401,2,1.5875200769718985,0.8097122592006165,1,1,3.31,1,1.97,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
64,4,6,1,0,1.5432330618339545,0.36,0.46,1,-0.9489479252793572,2,1.1561566608315106,1.7060726937400446,0,1,2.71,1,2.02,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
65,10,3,5,2,-1.1136199326292535,0.73,0.8,1,0.37972637737295073,1,0.17018313822491013,-0.08664817533881138,0,2,4.39,1,2.41,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
66,18,3,6,3,0.21480656460235048,0.8,0.26,0,-1.3172789779717433,0,1.4026500414831609,0.921757313518045,2,2,4.73,1,2.29,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
67,4,6,8,1,-0.7150919834597723,0.86,0.47,0,1.6357056619311479,2,0.04693644789908505,0.1374419332960456,0,0,2.48,0,4.67,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
68,18,2,5,1,0.7461771634949921,0.55,0.51,0,-0.552076812093604,1,-0.32280362307839017,-0.6468734469259538,0,0,3.99,1,3.38,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0
69,14,4,0,2,-1.6449905315218951,0.65,0.85,1,1.4989444359363666,2,-1.000660419870428,1.7060726937400446,2,2,4.84,0,1.77,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1
70,0,5,4,0,0.8790198132181525,0.74,0.86,1,0.7470826272401364,1,-1.0622837650333405,-1.0950536641956679,0,0,4.43,1,3.88,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
71,8,7,7,0,-0.18372138456713072,0.72,0.55,0,0.7824643594140767,0,0.04693644789908505,-0.08664817533881138,1,2,3.51,0,4.87,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
72,14,4,3,1,1.5432330618339545,0.38,0.94,2,1.6219140071449794,2,0.04693644789908505,1.4819825851051875,0,1,4.49,1,4.79,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
73,9,0,9,2,-1.2464625823524138,0.39,0.51,0,-1.3584012156718637,0,-0.3844269682413027,1.145847422152902,2,1,2.11,0,3.78,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0
74,14,1,1,2,-0.7150919834597723,0.8,0.63,1,1.1367690825660792,1,-1.4936471811737284,-0.8709635555608108,1,0,4.38,0,1.25,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
75,8,3,0,0,1.1447051126644732,0.31,0.2,0,-0.07498303677469248,1,0.35505317371364775,-0.4227833382910969,2,0,3.63,1,2.56,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
76,9,0,1,2,-1.1136199326292535,0.72,0.48,2,-1.4248683268271942,2,0.41667651887656026,-0.5348283926085253,0,1,4.49,0,4.92,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
77,0,5,3,3,0.6133345137718317,0.31,0.23,1,-0.8006515325197046,2,-1.5552705263366409,1.0338023678354735,0,1,2.86,1,4.46,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
78,11,2,7,3,-0.18372138456713072,0.72,0.91,0,0.08510124940821673,2,1.4642733866460733,-1.4311888271479534,0,2,2.24,1,3.18,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
79,13,9,5,3,-1.5121478817987346,0.33,0.68,0,0.27188430185911455,2,0.7247932446911229,-0.19869322965623987,1,0,4.94,1,1.3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
80,4,0,5,2,-0.05087873484397031,0.66,0.55,0,-1.1472300406867855,1,0.6631698995282104,-1.2070987185130964,0,2,4.85,0,2.78,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0
81,6,2,7,3,0.6133345137718317,0.63,0.4,2,-1.2077219715617211,2,1.3410266963202482,-0.7589185012433823,0,2,2.64,0,3.78,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
82,11,5,1,2,-0.4494066840134515,0.21,0.76,2,-1.3291390790116815,0,1.0945333156685981,1.594027639422616,0,0,2.52,0,3.04,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
83,5,2,4,1,-1.3793052320755743,0.37,0.65,1,0.4672781125992825,2,1.0945333156685981,0.921757313518045,1,0,3.23,0,4.29,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
84,10,2,8,3,0.4804918640486713,0.66,0.47,2,0.8642936410183987,1,0.35505317371364775,-1.2070987185130964,1,1,2.49,1,2.38,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
85,5,4,6,0,0.7461771634949921,0.3,0.69,0,1.1630165512298085,1,-1.0622837650333405,0.6976672048831881,0,0,4.71,0,4.37,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
86,2,3,0,1,0.3476492143255109,0.9,0.81,0,-0.4921805940562909,0,-0.5692970037300403,0.5856221505657596,1,2,2.73,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
87,17,5,5,2,-0.05087873484397031,0.49,0.36,2,1.1262628743389194,2,0.2934298285507352,0.2494869876134741,2,2,2.73,1,2.07,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
88,11,3,5,0,1.5432330618339545,0.83,0.53,2,-0.9888426334958919,2,0.2934298285507352,-0.08664817533881138,1,2,3.49,1,4.78,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
89,12,7,6,1,-1.2464625823524138,0.5,0.9,1,1.3515145345768922,1,-0.6925436940558654,0.921757313518045,1,2,3.1,0,1.2,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
90,18,3,1,0,-1.2464625823524138,0.5,0.8,1,-0.4208755725832991,2,1.4026500414831609,-0.5348283926085253,0,2,4.26,1,3.41,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
91,1,2,4,0,-0.3165640342902911,0.69,0.84,0,0.7130006321664634,2,-1.0622837650333405,-0.31073828397366837,0,0,4.53,0,3.03,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
92,6,3,7,2,1.0118624629413129,0.15,0.53,0,-0.2885912188227715,0,-0.8157903843816905,0.921757313518045,2,0,3.44,0,1.59,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
93,2,1,6,3,1.410390412110794,0.45,0.53,0,0.2096413362796523,1,1.0945333156685981,-1.2070987185130964,0,1,3.68,0,3.1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
94,19,3,7,0,-0.7150919834597723,0.74,0.77,1,1.2996875177037377,0,-0.5076736585671278,-0.8709635555608108,1,2,4.11,0,2.27,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
95,16,8,3,1,-0.18372138456713072,0.79,0.95,1,-1.0514285852545913,0,-0.6925436940558654,0.921757313518045,1,1,2.61,0,4.73,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
96,8,8,1,3,-0.3165640342902911,0.65,0.62,0,1.2743065404401868,2,-1.3087771456849908,0.6976672048831881,2,1,4.89,1,2.63,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
97,8,6,9,0,0.08196391487919008,0.87,0.27,2,0.972334287478109,1,1.5875200769718985,-0.31073828397366837,1,1,4.81,0,4.51,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
98,14,9,3,0,1.6760757115571148,0.54,0.59,2,-1.1095196128748666,2,-1.0622837650333405,0.921757313518045,1,0,2.77,1,1.06,2,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
99,3,2,8,3,-0.3165640342902911,0.51,0.27,2,1.4224765698706467,1,-0.6925436940558654,-0.31073828397366837,2,2,4.26,0,2.21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
100,13,1,6,2,1.2775477623876337,0.11,0.29,2,-0.2927070529736176,0,-0.5692970037300403,-0.4227833382910969,0,1,2.66,1,2.91,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
101,14,9,6,2,-1.3793052320755743,0.66,0.67,0,-1.3571556342841076,1,-1.4936471811737284,1.2578924764703305,0,0,2.61,1,1.66,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
102,7,9,4,1,0.6133345137718317,0.78,0.56,1,0.684207845014711,0,1.4642733866460733,-0.6468734469259538,0,1,3.19,1,3.98,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
103,4,9,9,2,0.08196391487919008,0.68,0.63,2,-1.4594377233134674,1,1.3410266963202482,0.5856221505657596,0,0,4.89,0,4.97,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
104,13,6,0,0,1.410390412110794,0.17,0.88,2,-1.183189433794178,1,1.2794033511573357,-1.6552789357828104,1,2,4.02,0,3.13,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1
105,0,1,4,1,-0.7150919834597723,0.22,0.89,2,-1.210574172420641,1,-1.3087771456849908,0.4735770962483311,2,2,3.79,1,1.98,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
106,8,3,5,2,-0.7150919834597723,0.1,0.6,1,-0.37572776025318455,1,0.9096632801798605,0.1374419332960456,2,2,2.9,1,3.23,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
107,11,1,0,0,-0.4494066840134515,0.9,0.73,1,0.7372804432756214,1,1.2794033511573357,0.2494869876134741,1,1,4.55,0,4.43,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
108,4,9,5,1,0.6133345137718317,0.4,0.4,0,-0.1817058942299653,1,-1.4936471811737284,-0.7589185012433823,1,0,3.81,1,4.49,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
109,3,9,2,0,-0.05087873484397031,0.91,0.21,2,-0.8453480472455597,0,-0.44605031340421525,1.0338023678354735,1,2,3.4,0,2.23,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
110,0,3,2,0,-1.6449905315218951,0.87,0.49,1,0.21422651993892824,0,0.6015465543652979,0.3615320419309026,0,2,2.89,1,2.32,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
111,12,9,8,2,-0.9807772829060931,0.79,0.96,2,1.292051562239668,0,0.41667651887656026,0.025396878978617116,2,0,4.97,1,3.1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
112,17,8,2,3,-0.18372138456713072,0.81,0.38,2,1.6018944454200303,0,0.7864165898540355,0.6976672048831881,0,2,3.98,1,1.03,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
113,13,4,1,0,-0.7150919834597723,0.5,0.75,2,0.292986977834286,0,0.35505317371364775,-0.7589185012433823,1,2,4.38,1,2.49,2,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
114,4,1,0,3,0.6133345137718317,0.64,0.88,1,-1.5946464855495963,1,0.7864165898540355,-1.6552789357828104,0,1,2.25,0,3.58,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
115,12,7,9,1,1.1447051126644732,0.24,0.89,1,0.9375663200459616,0,0.5399232092023853,0.6976672048831881,2,1,4.79,0,1.06,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
116,5,5,0,0,1.6760757115571148,0.56,0.65,0,0.09699745425649561,0,-1.3704004908479033,0.1374419332960456,0,2,2.16,0,1.93,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
117,9,6,0,3,-0.9807772829060931,0.76,0.56,0,-0.664973420775146,0,0.9096632801798605,-0.31073828397366837,2,0,2.89,1,3.85,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
118,16,9,5,2,-1.2464625823524138,0.34,0.28,2,-1.7199989081086988,1,-1.000660419870428,-0.19869322965623987,1,0,3.66,0,1.41,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
119,5,0,4,0,1.1447051126644732,0.06,0.53,1,-1.3437611213896874,1,-1.1855304553591657,-0.7589185012433823,1,2,3.48,1,1.67,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0
